NAERING,GYLDIG_FOM,GYLDIG_TOM,NAERING_KORT,NAERING_LANG,TYPE,GRLNAERING,KNRNAERING,A64N_NAERING,A64_NAERING,A64NP,PUBAGG,A38NP,A21NP,A64EU_NAERING,A88
61I23,1970,9999,Rep.fritidsvarer,"Reparasjon av fritidsvarer",A,61I3,61I3,61I3,6100,61I2,61I,,,P3S14,
61I31,1970,9999,Leketøy&hobbyart,"Leketøy og hobbyartikler",A,61I2,61I2,61I2,6100,61I3,61I,,,P3S14,
61I32,1970,9999,Sports-&camp.ut.,"Sports- og campingutstyr mv.",A,61I2,61I2,61I2,6100,61I3,61I,,,P3S14,
61I33,1970,9999,Blomst.prydbusk,"Blomster, prydbusker",A,61I5,61I5,61I5,6100,61I3,61I,,,P3S14,
61I34,1970,9999,Kjæledyr,kjæledyr,A,61I5,61I5,61I5,6100,61I3,61I,,,P3S14,
61I35,1970,9999,"Veterinær mv.","Veterinær- og andre tjenester knyttet til kjæledyr",A,61I3,61I3,61I3,6100,61I3,61I,,,P3S14,
61I41,1970,9999,"Sport,fritid tj.","Sport og fritidstjenester",A,61I3,61I3,61I3,6100,61I4,61I,,,P3S14,
61I42,1970,9999,"Kulturelle tjen.","Kulturelle tjenester, underholdning",A,61I3,61I3,61I3,6100,61I4,61I,,,P3S14,
61I43,1970,9999,"Lotteri & totsp.","Lotteri og totalisatorspill",A,61I3,61I3,61I3,6100,61I4,61I,,,P3S14,
61I51,1970,9999,Bøker,Bøker,A,61I2,61I2,61I2,6100,61I5,61I,,,P3S14,
61I52,1970,9999,"Avis,ukeb.,tids.","Aviser, ukeblad, tidsskrift mv.",A,61I5,61I5,61I5,6100,61I5,61I,,,P3S14,
61I54,1970,9999,Skrivemateriell,Skrivemateriell,A,61I5,61I5,61I5,6100,61I5,61I,,,P3S14,
61I60,1970,9999,Pakketur,Pakketur,A,61I3,61I3,61I3,6100,61I6,61I,,,P3S14,
61J10,1970,9999,Utd.før-&gr.sko.,"Utdanning i førskoler og grunnskoler",A,61J10,61J1,61J1,6100,61J1,61J,,,P3S14,
61J20,1970,9999,"Utd.i vdg.skole","Utdanning i videregående skoler",A,61J20,61J1,61J1,6100,61J2,61J,,,P3S14,
61J30,1970,9999,Voksenopplæring,Voksenopplæring,A,61J30,61J1,61J1,6100,61J3,61J,,,P3S14,
61J40,1970,9999,"Høyere utdann.","Høyere utdanning",A,61J40,61J1,61J1,6100,61J4,61J,,,P3S14,
61K11,1970,9999,"Utg.rest.,kaf.ol","Utgifter på restauranter, kafeer o.l.",A,61K1,61K1,61K1,6100,61K1,61K,,,P3S14,
61K12,1970,9999,Kantiner,Kantiner,A,61K1,61K1,61K1,6100,61K1,61K,,,P3S14,
61K20,1970,9999,"Utg.hot.,pens.ol","Utgifter ved hoteller, pensjonater o.l.",A,61K1,61K1,61K1,6100,61K2,61K,,,P3S14,
61L11,1970,9999,Hårpleie&skj.pl.,"Hårpleie og skjønnhetspleie",A,61L0,61L1,61L1,6100,61L1,61L,,,P3S14,
61L12,1970,9999,"Barbermas.,hårf.","Barbermaskiner, hårfønere mv.",A,61L2,61L2,61L2,6100,61L1,61L,,,P3S14,
61L13,1970,9999,Kosm.-toalettart,"Kosmetikk- og toalettpreparater mv.",A,61L3,61L3,61L3,6100,61L1,61L,,,P3S14,
61L20,1970,9999,Prostitusjon,Prostitusjon,A,61L0,61L1,61L1,6100,61L2,61L,,,P3S14,
61L31,1970,9999,"Ur og smykker","Ur og smykker",A,61L2,61L2,61L2,6100,61L3,61L,,,P3S14,
61L32,1970,9999,"Andre pers.varer","Andre personlige varer",A,61L4,61L4,61L4,6100,61L3,61L,,,P3S14,
61L40,1970,9999,Barneh.oms.tj.,"Barnehage- og omsorgstjenester",A,61L40,61L1,61L1,6100,61L4,61L,,,P3S14,
61L50,1970,9999,Forsikring,Forsikring,A,61L5,61L5,61L5,6100,61L5,61L,,,P3S14,
61L60,1970,2008,"Finansielle tje.","Finansielle tjenester ellers",A,61L5,61L5,61L5,6100,61L6,61L,,,P3S14,
61L61,2003,9999,"Finans tje. bet.","Finansielle tjenester ellers, betalte",A,61L5,61L5,61L5,6100,61L6,61L,,,P3S14,
61L62,2003,9999,FISIM,"FISIM;Indirekte målte finanstjenester",A,61L6,61L6,61L5,6100,61L6,61L,,,P3S14,
61L70,1970,9999,"Andre pers.tjen.","Juridiske, forretningsmessige og andre personlige tjenester",A,61L7,61L7,61L7,6100,61L7,61L,,,P3S14,
61L91,1970,9999,"Nordm.kons.i utl","Nordmenns konsum i utlandet",A,61L8,61L8,61L8,6100,61L8,61L8,,,P3S14,
61L92,1970,9999,Utl.kons.Norge,"Utlendingers konsum i Norge (teknisk)",A,61L9,61L9,61L9,6100,61L9,61L9,,,P3S14,
64A11,1970,9999,Off.adm.unt.pol.,"Offentlig administrasjon unntatt politi og rettsvesen mv.",A,64A,6403,6403,6400,64A1,,,,P3S13,
64A12,1970,9999,Utviklingshjelp,Utviklingshjelp,A,64A,6403,6403,6400,64A1,,,,P3S13,
64A13,1970,9999,"Generell tjn.yt.","Generell tjenesteyting",A,64A,6403,6403,6400,64A1,,,,P3S13,
64A14,1970,9999,Grunnforskning,Grunnforskning,A,64A,6403,6403,6400,64A1,,,,P3S13,
64A15,1970,9999,"FoU Alm. tjen.","FoU Alminnelig tjenesteyting",A,64A,6403,6403,6400,64A1,,,,P3S13,
64A16,1970,9999,"Alminn. tje.yt.","Alminnelig tjenesteyting ellers",A,64A,6403,6403,6400,64A1,,,,P3S13,
64A17,1970,9999,Off.gjeldstr.,"Offentlige gjeldstransaksjoner",A,64A,6403,6403,6400,64A1,,,,P3S13,
64B21,1970,9999,"Militært forsvar","Militært forsvar",A,64B,6401,6401,6400,64B2,,,,P3S13,
64B22,1970,9999,Sivilforsvar,Sivilforsvar,A,64B,6401,6401,6400,64B2,,,,P3S13,
64B23,1970,9999,Utenl.mil.bist.,"Utenlandsk militær bistand",A,64B,6401,6401,6400,64B2,,,,P3S13,
64B24,1970,9999,"FoU Forsvar","FoU Forsvar",A,64B,6401,6401,6400,64B2,,,,P3S13,
64B25,1970,9999,"Forsvar ellers","Forsvar ellers",A,64B,6401,6401,6400,64B2,,,,P3S13,
64C31,1970,9999,Politi,Politi,A,64C,6403,6403,6400,64C3,,,,P3S13,
64C32,1970,9999,Brannvesen,Brannvesen,A,64C,6403,6403,6400,64C3,,,,P3S13,
64C33,1970,9999,Rettsvesen,Rettsvesen,A,64C,6403,6403,6400,64C3,,,,P3S13,
64C34,1970,9999,Fengselsvesen,Fengselsvesen,A,64C,6403,6403,6400,64C3,,,,P3S13,
64C35,1970,9999,"FoU rettsv. mv.","FoU Politi, rettsvesen mv.",A,64C,6403,6403,6400,64C3,,,,P3S13,
64C36,1970,9999,"Politi, rettsv.","Politi, rettsvesen mv. ellers",A,64C,6403,6403,6400,64C3,,,,P3S13,
64D41,1970,9999,Gen.næringsøkon.,"Generelle næringsøkonomiske formål",A,64D,6403,6403,6400,64D4,,,,P3S13,
64D42,1970,9999,"Jordb.skog,fiske","Jordbruk, skogbruk, fiske og fangst",A,64D,6403,6403,6400,64D4,,,,P3S13,
64D43,1970,9999,"Energi, brensel","Energi og brensel",A,64D,6403,6403,6400,64D4,,,,P3S13,
64D44,1970,9999,"Industri, anlegg","Bergverk, industri, bygge- og anleggsvirksomhet",A,64D,6403,6403,6400,64D4,,,,P3S13,
64D45,1970,9999,Transport,Transport,A,64D,6403,6403,6400,64D4,,,,P3S13,
64D46,1970,9999,"Post og tele","Post og telekommunikasjoner",A,64D,6403,6403,6400,64D4,,,,P3S13,
64D47,1970,9999,"Andre næringer","Andre næringer",A,64D,6403,6403,6400,64D4,,,,P3S13,
64D48,1970,9999,"FoU Næringsøkon.","FoU Næringsøkonomiske formål",A,64D,6403,6403,6400,64D4,,,,P3S13,
64D49,1970,9999,Næringsøk.ellers,"Næringsøkonomiske formål ellers",A,64D,6403,6403,6400,64D4,,,,P3S13,
64E51,1970,9999,Avfallsbehandl.,Avfallsbehandling,A,64E,6403,6403,6400,64E5,,,,P3S13,
64E52,1970,9999,"Avløp, spillvann","Avløp og spillvann",A,64E,6403,6403,6400,64E5,,,,P3S13,
64E53,1970,9999,Forurensn.bekj.,Forurensingsbekjempelse,A,64E,6403,6403,6400,64E5,,,,P3S13,
64E54,1970,9999,"Landskapsvern,bi","Landskapsvern og biologisk mangfold",A,64E,6403,6403,6400,64E5,,,,P3S13,
64E55,1970,9999,"FoU Miljøvern","FoU Miljøvern",A,64E,6403,6403,6400,64E5,,,,P3S13,
64E56,1970,9999,"Miljøvern ellers","Miljøvern ellers",A,64E,6403,6403,6400,64E5,,,,P3S13,
64F61,1970,9999,Boligformål,Boligformål,A,64F,6403,6403,6400,64F6,,,,P3S13,
64F62,1970,9999,Utbyggingsformål,Utbyggingsformål,A,64F,6403,6403,6400,64F6,,,,P3S13,
64F63,1970,9999,Vannforsyning,Vannforsyning,A,64F,6403,6403,6400,64F6,,,,P3S13,
64F64,1970,9999,Gatebelysning,Gatebelysning,A,64F,6403,6403,6400,64F6,,,,P3S13,
64F65,1970,9999,"FoU Boliger","FoU Boliger og nærmiljø ellers",A,64F,6403,6403,6400,64F6,,,,P3S13,
64F66,1970,9999,"Boliger,nær.elle","Boliger og nærmiljø ellers",A,64F,6403,6403,6400,64F6,,,,P3S13,
64G71,1970,9999,"Medis.& hj.utst.","Medisiner og hjelpeutstyr",A,64G1,6404,6404,6400,64G7,,,,P3S13,
64G72,1970,9999,"Polikliniske tj.","Polikliniske tjenester",A,64G1,6404,6404,6400,64G7,,,,P3S13,
64G73,1970,9999,Sykehustjeneser,Sykehustjeneser,A,64G1,6404,6404,6400,64G7,,,,P3S13,
64G74,1970,9999,Off.helse.ellers,"Offentlige helseformål ellers",A,64G1,6404,6404,6400,64G7,,,,P3S13,
64G75,1970,9999,"FoU Helsepleie","FoU Helsepleie",A,64G2,6405,6405,6400,64G7,,,,P3S13,
64G76,1970,9999,"Helsepl. ellers","Helsepleie ellers",A,64G2,6405,6405,6400,64G7,,,,P3S13,
64H81,1970,9999,"Fritid og sport","Fritid og sport",A,64H1,6402,6402,6400,64H8,,,,P3S13,
64H82,1970,9999,"Kulturelle tj.","Kulturelle tjenester",A,64H1,6402,6402,6400,64H8,,,,P3S13,
64H83,1970,9999,Kringkasting,"Kringkasting og forlagsvirksomhet",A,64H2,6403,6403,6400,64H8,,,,P3S13,
64H84,1970,9999,Religion,"Religiøse og andre fellesskapsaktiviteter",A,64H2,6403,6403,6400,64H8,,,,P3S13,
64H85,1970,9999,"FoU Frtid, kult.","FoU Fritid, kultur og religion",A,64H2,6403,6403,6400,64H8,,,,P3S13,
64H86,1970,9999,"Fritid ellers","Fritid, kultur og religion ellers",A,64H2,6403,6403,6400,64H8,,,,P3S13,
64I91,1970,9999,Grunn-&førskole,"Grunnskoler og førskoler",A,64I1,6406,6406,6400,64I9,,,,P3S13,
64I92,1970,9999,"Videregå. skole","Videregående skoler",A,64I1,6406,6406,6400,64I9,,,,P3S13,
64I93,1970,9999,Etterutdanning,"Etterutdanning unntatt høyere utdanning",A,64I1,6406,6406,6400,64I9,,,,P3S13,
64I94,1970,9999,"Univ.& høyskole","Universiteter og høyskoler",A,64I1,6406,6406,6400,64I9,,,,P3S13,
64I95,1970,9999,"Nivåuavh. utd.","Utdanning uavhengig av nivå",A,64I1,6406,6406,6400,64I9,,,,P3S13,
64I96,1970,9999,Tjen.tilk.und.v.,"Tjenester tilknyttet undervisning",A,64I1,6406,6406,6400,64I9,,,,P3S13,
64I97,1970,9999,"FoU Utdanning","FoU Utdanning",A,64I2,6407,6407,6400,64I9,,,,P3S13,
64I98,1970,9999,"Utdanning ellers","Utdanning ellers",A,64I2,6407,6407,6400,64I9,,,,P3S13,
64J01,1970,9999,"Sykdom, uførhet","Sykdom og uførhet",A,64J1,6408,6404,6400,64J0,,,,P3S13,
64J02,1970,9999,Alderdom,Alderdom,A,64J1,6408,6404,6400,64J0,,,,P3S13,
64J03,1970,9999,Etterlatte,Etterlatte,A,64J1,6408,6404,6400,64J0,,,,P3S13,
64J04,1970,9999,"Barn og familie","Barn og familie",A,64J2,6408,6404,6400,64J0,,,,P3S13,
64J05,1970,9999,Arbeidsledighet,Arbeidsledighet,A,64J2,6408,6404,6400,64J0,,,,P3S13,
64J06,1970,9999,Boligstøtte,Boligstøtte,A,64J2,6408,6404,6400,64J0,,,,P3S13,
64J07,1970,9999,"Annen sos. støtt","Sosialstøtte ellers",A,64J2,6408,6404,6400,64J0,,,,P3S13,
64J08,1970,9999,"FoU omsorgstjen.","FoU omsorgstjenester",A,64J3,6405,6405,6400,64J0,,,,P3S13,
64J09,1970,9999,Omsorgstj.ellers,"Omsorgstjenester ellers",A,64J3,6405,6405,6400,64J0,,,,P3S13,
65A11,1970,9999,Off.adm.unt.pol.,"Offentlig administrasjon unntatt politi og rettsvesen mv.",A,65A,6503,6503,6400,65A1,,,,P3S13,
65A12,9998,9999,Utviklingshjelp,Utviklingshjelp,A,65A,6503,6503,6400,65A1,,,,P3S13,
65A13,1970,9999,"Generell tjn.yt.","Generell tjenesteyting",A,65A,6503,6503,6400,65A1,,,,P3S13,
65A14,9998,9999,Grunnforskning,Grunnforskning,A,65A,6503,6503,6400,65A1,,,,P3S13,
65A15,9998,9999,"FoU Alm. tjen.","FoU Alminnelig tjenesteyting",A,65A,6503,6503,6400,65A1,,,,P3S13,
65A16,9998,9999,"Alminn. tje.yt.","Alminnelig tjenesteyting ellers",A,65A,6503,6503,6400,65A1,,,,P3S13,
65A17,1970,9999,Off.gjeldstr.,"Offentlige gjeldstransaksjoner",A,65A,6503,6503,6400,65A1,,,,P3S13,
65C32,1970,9999,Brann.redn.tjen.,"Brannvern og redningstjeneste",A,65A,6503,6503,6400,65C3,,,,P3S13,
65D41,1970,9999,Gen.næringsøkon.,"Generelle næringsøkonomiske formål",A,65D,6503,6503,6400,65D4,,,,P3S13,
65D42,9998,9999,"Jordb.skog,fiske","Jordbruk, skogbruk, fiske og fangst",A,65D,6503,6503,6400,65D4,,,,P3S13,
65D43,1970,2006,"Energi, brensel","Energi og brensel",A,65D,6503,6503,6400,65D4,,,,P3S13,
65D44,9998,9999,"Industri, anlegg","Bergverk, industri, bygge- og anleggsvirksomhet",A,65D,6503,6503,6400,65D4,,,,P3S13,
65D45,1970,9999,Transport,Transport,A,65D,6503,6503,6400,65D4,,,,P3S13,
65D46,9998,9999,"Post og tele","Post og telekommunikasjoner",A,65D,6503,6503,6400,65D4,,,,P3S13,
65D47,9998,9999,"Andre næringer","Andre næringer",A,65D,6503,6503,6400,65D4,,,,P3S13,
65D48,9998,9999,"FoU Næringsøkon.","FoU Næringsøkonomiske formål",A,65D,6503,6503,6400,65D4,,,,P3S13,
65D49,1970,9999,Næringsøk.ellers,"Næringsøkonomiske formål ellers",A,65D,6503,6503,6400,65D4,,,,P3S13,
65E51,1970,9999,Avfallsbehandl.,Avfallsbehandling,A,65E1,6501,6503,6400,65E5,,,,P3S13,
65E52,1970,9999,"Avløp, spillvann","Avløp og spillvann",A,65E1,6501,6503,6400,65E5,,,,P3S13,
65E53,9998,9999,Forurensn.bekj.,Forurensingsbekjempelse,A,65E2,6503,6503,6400,65E5,,,,P3S13,
65E55,9998,9999,"FoU Miljøvern","FoU Miljøvern",A,65E2,6503,6503,6400,65E5,,,,P3S13,
65E56,1970,9999,"Miljøvern ellers","Miljøvern ellers",A,65E2,6503,6503,6400,65E5,,,,P3S13,
65F61,1970,9999,Boligformål,Boligformål,A,65F2,6503,6503,6400,65F6,,,,P3S13,
65F62,1970,9999,Utbyggingsformål,Utbyggingsformål,A,65F2,6503,6503,6400,65F6,,,,P3S13,
65F63,1970,9999,Vannforsyning,Vannforsyning,A,65F1,6501,6503,6400,65F6,,,,P3S13,
65F64,9998,9999,Gatebelysning,Gatebelysning,A,65F2,6503,6503,6400,65F6,,,,P3S13,
65F65,9998,9999,"FoU Boliger","FoU Boliger og nærmiljø ellers",A,65F2,6503,6503,6400,65F6,,,,P3S13,
65F66,1970,2000,"Boliger,nær.elle","Boliger og nærmiljø ellers",A,65F2,6503,6503,6400,65F6,,,,P3S13,
65G71,1970,9999,"Medis.& hj.utst.","Medisiner og hjelpeutstyr",A,65G1,6504,6504,6400,65G7,,,,P3S13,
65G72,1970,9999,"Polikliniske tj.","Polikliniske tjenester",A,65G1,6504,6504,6400,65G7,,,,P3S13,
65G73,1970,9999,Sykehustjeneser,Sykehustjeneser,A,65G0,6508,6504,6400,65G7,,,,P3S13,
65G74,1970,9999,Off.helse.ellers,"Offentlige helseformål ellers",A,65G1,6504,6504,6400,65G7,,,,P3S13,
65G75,9998,9999,"FoU Helsepleie","FoU Helsepleie",A,65G2,6505,6505,6400,65G7,,,,P3S13,
65G76,1970,9999,"Helsepl. ellers","Helsepleie ellers",A,65G2,6505,6505,6400,65G7,,,,P3S13,
65H81,1970,9999,"Fritid og sport","Fritid og sport",A,65H1,6502,6502,6400,65H8,,,,P3S13,
65H82,1970,9999,"Kulturelle tj.","Kulturelle tjenester",A,65H1,6502,6502,6400,65H8,,,,P3S13,
65H83,1970,2006,Kringkasting,"Kringkasting og forlagsvirksomhet",A,65H2,6503,6503,6400,65H8,,,,P3S13,
65H84,1970,9999,Religion,"Religiøse og andre fellesskapsaktiviteter",A,65H2,6503,6503,6400,65H8,,,,P3S13,
65H85,9998,9999,"FoU Frtid, kult.","FoU Fritid, kultur og religion",A,65H2,6503,6503,6400,65H8,,,,P3S13,
65H86,1970,9999,"Fritid ellers","Fritid, kultur og religi",A,65H2,6503,6503,6400,65H8,,,,P3S13,
65I91,1970,9999,Grunn-&førskole,"Grunnskoler og førskoler",A,65I1,6506,6506,6400,65I9,,,,P3S13,
65I92,1970,9999,"Videregå. skole","Videregående skoler",A,65I1,6506,6506,6400,65I9,,,,P3S13,
65I93,9998,9999,Etterutdanning,"Etterutdanning unntatt høyere utdanning",A,65I1,6506,6506,6400,65I9,,,,P3S13,
65I94,9998,9999,"Univ.& høyskole","Universiteter og høyskoler",A,65I1,6506,6506,6400,65I9,,,,P3S13,
65I95,1970,9999,"Nivåuavh. utd.","Utdanning uavhengig av nivå",A,65I1,6506,6506,6400,65I9,,,,P3S13,
65I96,1970,9999,Tjen.tilk.und.v.,"Tjenester tilknyttet undervisning",A,65I1,6506,6506,6400,65I9,,,,P3S13,
65I97,9998,9999,"FoU Utdanning","FoU Utdanning",A,65I2,6507,6507,6400,65I9,,,,P3S13,
65I98,1970,9999,"Utdanning ellers","Utdanning ellers",A,65I2,6507,6507,6400,65I9,,,,P3S13,
65J01,1970,9999,"Sykdom, uførhet","Sykdom og uførhet",A,65J1,6508,6504,6400,65J0,,,,P3S13,
65J02,1970,9999,Alderdom,Alderdom,A,65J1,6508,6504,6400,65J0,,,,P3S13,
65J03,9998,9999,Etterlatte,Etterlatte,A,65J1,6508,6504,6400,65J0,,,,P3S13,
65J04,1970,9999,"Barn og familie","Barn og familie",A,65J2,6508,6504,6400,65J0,,,,P3S13,
65J05,9998,9999,Arbeidsledighet,Arbeidsledighet,A,65J2,6508,6504,6400,65J0,,,,P3S13,
65J06,1970,9999,Boligstøtte,Boligstøtte,A,65J2,6508,6504,6400,65J0,,,,P3S13,
65J07,1970,9999,"Annen sos.støtte","Sosialstøtte ellers",A,65J2,6508,6504,6400,65J0,,,,P3S13,
65J08,1970,9999,"FoU omsorgstjen.","FoU omsorgstjenester",A,65J3,6505,6505,6400,65J0,,,,P3S13,
65J09,1970,9999,Omsorgstj.ellers,"Omsorgstjenester ellers",A,65J3,6505,6505,6400,65J0,,,,P3S13,
66F00,1970,9999,Helsepleie,Helsepleie,A,6640,6601,6605,6600,66F0,,,,P3S15,
66I40,1970,9999,"Kultur og fritid","Kultur og fritid",A,6662,6602,6606,6600,66I4,,,,P3S15,
66J00,1970,9999,Undervisning,Undervisning,A,6671,6603,6604,6600,66J0,,,,P3S15,
66L41,1970,9999,Omsorgstjenester,Omsorgstjenester,A,6694,6604,6605,6600,66L4,,,,P3S15,
66L70,1970,9999,Rel.medl.org.fm.,"Religion, medlemsorganisasjonsformål",A,6696,6605,6606,6600,66L7,,,,P3S15,
82010,1970,9999,"Jordbruk,jakt ol","Jordbruk, jakt og viltstell",A,82010,8301,8301,8301,8X01,8X01_02,8X01_03,2X01_03,A01,2X01
82031,1970,9999,"Fiske og fangst","Fiske og fangst",A,82031,8303,8303,8303,8X03A,8X03,8X01_03,2X01_03,A03,2X03
82412,1970,9999,"Oppføring bygg","Oppføringer av bygninger",A,82412,8342,8342,8341,8X41_43,8X41_43,8X41_43,2X41_43,F,2X41
82688,1970,9999,"Boligtjenester,","Boligtjenester, egen bolig,  borettslag og sameie",A,82688,8368,8368,8368,8X68B,8X68B,8X68,2X68,L68A,2X68
82970,1970,9999,Løn.arb.priv.hus,"Lønnet arbeid i private husholdninger",A,83970,8397,8397,8397,8X97,8X90_97,8X97_98,2X97_98,T,2X97
83010,1970,9999,"Jordbruk,jakt ol","Jordbruk, jakt og viltstell",A,83011,8301,8301,8301,8X01,8X01_02,8X01_03,2X01_03,A01,2X01
83016,1970,9999,"Tj. jordbruk","Tjenester tilknyttet jordbruk",A,83011,8301,8301,8301,8X01,8X01_02,8X01_03,2X01_03,A01,2X01
83020,1970,9999,Skogbruk,Skogbruk,A,83021,8302,8302,8302,8X02,8X01_02,8X01_03,2X01_03,A02,2X02
83024,1970,9999,"Tj. skogbruk","Tjenester tilknyttet skogbruk",A,83021,8302,8302,8302,8X02,8X01_02,8X01_03,2X01_03,A02,2X02
83031,1970,9999,"Fiske og fangst","Fiske og fangst",A,83031,8303,8303,8303,8X03A,8X03,8X01_03,2X01_03,A03,2X03
83032,1970,9999,Aquakultur,Aquakultur,A,83032,8304,8304,8303,8X03B,8X03,8X01_03,2X01_03,A03,2X03
83050,1970,9999,"Bryting av kull","Bryting av steinkull og brunkull",A,83050,8305,8305,8306,8X05,8X05,8X05_09,2X05_09,B,2X05
83060,1970,9999,"Utv.råolje, gass","Utvinning av råolje og naturgass",A,83060,8306,8306,8306,8X06,8X06,8X05_09,2X05_09,B,2X06
83070,1970,9999,"Brytning av malm","Brytning av metallholdig malm",A,83075,8305,8305,8306,8X05,8X05,8X05_09,2X05_09,B,2X07
83080,1970,9999,Brytn.ikke-malm,"Brytning av ikke metallholdig malm",A,83075,8305,8305,8306,8X05,8X05,8X05_09,2X05_09,B,2X08
83091,1970,9999,Utvinningstj.,"Tjenester tilknyttet utvinning av råolje og naturgass",A,83091,8307,8307,8306,8X09,8X09,8X05_09,2X05_09,B,2X09
83099,1970,9999,BergverksTj.,"Tjenester tilknyttet annen bergverksdrift",A,83075,8305,8305,8306,8X05,8X05,8X05_09,2X05_09,B,2X09
83101,1970,9999,Bearb.kjøt(vare),"Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer",A,83101,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83102,1970,9999,"Bearb. Fisk mv.","Bearbeiding og konservering av fisk, skalldyr og bløtdyr",A,83102,8312,8312,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83103,1970,9999,"Barb.frukt,grsak","Bearbeiding og konservering av frukt og grønnsaker",A,83103,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83104,1970,9999,"Oljer og fettsto","Produksjon av vegetabilske og animalske oljer og fettstoffer",A,83104,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83105,1970,9999,Meierivar.iskrem,"Produksjon av meierivarer og iskrem",A,83105,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
83106,1970,9999,"Kornvare,stivels","Produksjon av kornvarer, stivelse og stivelsesprodukter",A,83106,8310,8310,8310,8X10_12,8X10_12,8X10_12,2X10_33,C10T12,2X10
